Season,Lowest temperature (C),Sunshine duration (hours),Maximum snow depth (cm),Total snowfall (cm)
0,0.5,7.5,0,0
0,3.4,8.5,0,0
0,4.1,0.5,0,0
0,-0.2,8.6,0,0
0,0.8,9,0,0
0,2.7,8.8,0,0
0,6,6.4,0,0
0,7.5,0.1,0,0
0,2.2,7.6,0,0
0,-0.9,8.8,0,0
0,1.6,3.7,0,0
0,7.6,1.3,0,0
0,1.4,7.3,0,0
0,-1.5,8.7,0,0
0,4.5,5.7,0,0
0,4,6.5,0,0
0,7.4,5.2,0,0
0,10.1,0.1,0,0
0,11.4,1.3,0,0
0,10.2,0,0,0
0,6.5,1.8,0,0
0,4,4.4,0,0
0,2.8,7.5,0,0
0,8.3,0,0,0
0,2.3,3.8,0,0
0,1.6,0,0,0
0,3.9,0,0,0
0,2.8,4,0,0
0,-0.7,5.1,0,0
0,-0.5,0,1,2
0,0,7.2,0,0
0,-1.3,7,0,0
0,-3.2,7.6,0,0
0,2.9,4.4,0,0
0,-0.4,7,0,0
0,-1.6,6.1,0,0
0,-4.1,8.2,0,0
0,-3.1,6.2,0,0
0,-1.4,0,0,0
0,-1.2,0,14,14
0,-2.1,0,23,17
1,-7.2,1.9,18,4
1,-9.6,6.9,8,6
1,-2.8,7.8,4,2
1,-4.9,8,0,0
1,-0.8,6.1,0,0
1,-2.2,0.1,0,0
1,-2.8,4.5,0,0
1,-1.5,0.7,0,0
1,-2.7,0,10,11
1,-6.8,5.6,6,3
1,-7.9,1.8,1,2
1,-2.2,0,0,0
1,-5.8,5.2,0,0
1,-2.8,0,4,7
1,-5.1,5.3,5,5
1,-8.2,7.2,4,6
1,-0.5,0.7,2,3
1,-3.6,0.1,1,2
1,-6.2,0.8,3,6
1,-7.2,2.6,2,2
1,-2,1.1,0,0
1,-0.7,2.5,0,0
1,-1.5,3.9,0,0
1,-1.7,0,0,0
1,0.3,0,0,0
1,-0.7,0,1,1
1,-1.4,0.5,0,0
1,-2.2,1.5,0,0
1,-3.1,2.3,0,0
1,-1.8,0,1,1
1,-3.7,0,16,21
1,-4.4,0,17,9
1,-3.7,0,18,16
1,-4,0,19,4
1,-10.6,6.6,14,5
1,-12.9,4.4,13,5
1,-6.1,0,36,29
1,-6.2,5.7,37,2
1,-12.2,8,27,5
1,-11.7,5.3,25,0
1,-1.5,0,18,2
1,-1.7,6,10,2
1,-4.2,2.9,7,3
1,-6.9,0,11,8
1,-9.9,2.9,16,9
1,-4.1,0,17,3
1,-4.8,0,13,2
1,-7.4,0.3,13,4
1,-8.2,1.9,13,4
1,-0.1,0.2,16,10
1,-10.5,3.7,18,6
1,-11.6,3.5,16,2
1,-11,0.2,18,10
1,-6.2,0,21,3
1,-6.9,0,34,24
1,-9.6,0,46,14
1,-10.1,0,42,1
1,-14.4,1.7,36,4
1,-10.5,4.8,33,2
1,-9.6,0,53,23
1,-4.4,4.2,49,0
1,-4.4,0,56,20
1,-3.8,0,74,20
1,-5.8,6.6,65,5
1,-11.8,3,58,6
1,-0.6,0,56,0
1,-3.1,1.4,48,0
1,-6.1,5.2,42,1
1,-6,7.5,41,3
1,-2.2,2.9,38,1
1,-9.5,1.2,35,1
1,-11.5,7.2,35,6
1,2.9,0,32,2
1,-1.5,1.5,28,3
1,-3.2,5.2,25,4
1,-2.8,0.1,24,0
1,-0.5,0,27,5
1,-0.3,0.3,23,5
1,-0.6,2.5,19,2
1,-1.6,5.4,17,3
1,1.6,0,14,3
1,1.2,1.3,11,3
1,-0.1,4.8,6,2
1,-1.1,9,2,0
1,3.3,0,0,0
1,3.4,0,0,0
1,1.8,0,0,0
1,1.4,0,0,0
1,-1.1,0.2,0,0
1,-1.7,7,0,0
1,-2.7,4.1,0,0
1,2.5,0,0,0
1,1.6,0,0,0
1,-0.5,1.1,0,0
1,-1.5,1,0,0
1,-3.7,9.3,0,0
1,-4.1,0.4,0,0
1,-4.8,7.1,6,7
1,-7.1,9.8,1,2
1,-4.6,9.9,0,0
1,-3.1,7.5,0,0
1,-3.8,0.2,0,0
1,-7.1,1.9,0,0
1,-9.1,7.7,0,0
1,0.3,0.7,0,0
1,0.1,6.6,0,0
1,-2,3.3,0,0
1,-1.8,0,3,3
1,-1,9.7,1,2
1,-0.9,6.3,0,0
1,-2.5,10.3,0,0
1,-5,7.4,0,0
1,-0.4,7.9,0,0
1,1.9,0,0,0
1,-2.3,5.1,0,0
1,-3.3,6.5,0,0
1,-5.4,9.6,0,0
1,-0.7,3.4,0,0
1,1.9,0,0,0
1,3.5,4.9,0,0
1,5.8,0,0,0
0,4.9,6.2,0,0
0,1.7,10.1,0,0
0,-0.6,9.5,0,0
0,1,0,0,0
0,-1.5,0.4,0,0
0,-1.6,3,11,11
0,-3.4,4.4,0,0
0,3.1,2.1,0,0
0,6.1,10.5,0,0
0,4.1,9.4,0,0
0,1.6,9.8,0,0
0,2.8,8.2,0,0
0,8.9,0,0,0
0,6.5,0,0,0
0,4.9,1.3,0,0
0,3.3,2.2,0,0
0,2.2,2.1,0,0
0,0.7,4.2,0,0
0,0.8,7.8,0,0
0,-0.3,6,0,0
0,6.8,0.2,0,0
0,8.2,3.8,0,0
0,3.5,0,0,0
0,-0.2,1.2,0,0
0,-1.8,11.4,0,0
0,1,9.4,0,0
0,7.2,8,0,0
0,7.7,8,0,0
0,-0.1,1.2,0,0
0,-1.2,11,0,0
0,2.6,6,0,0
0,2.8,6.9,0,0
0,4.9,5.3,0,0
0,10.3,0,0,0
0,7.7,0,0,0
0,4.9,9.7,0,0
0,11.1,0,0,0
0,10.4,1.2,0,0
0,9,10.7,0,0
0,8.8,10.9,0,0
0,10.9,0.8,0,0
0,12.3,6.5,0,0
0,11,10.1,0,0
0,12.4,0,0,0
0,7.5,5.1,0,0
0,5.8,5,0,0
0,3.1,9.4,0,0
0,8.6,0.3,0,0
0,8.6,0,0,0
0,7.8,7.3,0,0
0,9.7,3.9,0,0
0,8.3,7.9,0,0
0,5.2,0,0,0
0,4.5,4.1,0,0
0,3.2,7.8,0,0
0,1.3,10,0,0
0,5.5,9.9,0,0
0,7.3,5.8,0,0
0,8.9,1.6,0,0
0,8,6.1,0,0
0,12.7,0.7,0,0
0,12.7,0,0,0
0,11.9,0.1,0,0
0,9.9,8.8,0,0
0,13.3,3.7,0,0
0,12.3,0,0,0
0,9.7,8.2,0,0
0,8.9,8.5,0,0
0,13.4,3.5,0,0
0,15.5,0,0,0
0,16,3.4,0,0
0,14.6,4.9,0,0
0,13.1,3.4,0,0
0,15.9,3.2,0,0
0,13.8,5.3,0,0
0,16.8,0,0,0
0,14.6,0,0,0
0,13.5,7.7,0,0
0,10.8,6.3,0,0
0,14.2,5.7,0,0
0,16.8,0,0,0
0,17.4,0.1,0,0
0,16,1.3,0,0
0,14.1,7.2,0,0
0,17.7,6.4,0,0
0,17.4,0.3,0,0
0,16.4,0,0,0
0,16.9,0.1,0,0
0,14.8,5.8,0,0
0,13.5,4.8,0,0
0,15,0,0,0
0,15.3,0,0,0
0,15.5,0.1,0,0
0,16.3,0,0,0
0,16.7,0,0,0
0,16.6,4.1,0,0
0,14.8,0.7,0,0
0,14.4,5.2,0,0
0,16.5,6,0,0
0,18.7,6.6,0,0
0,18.3,6.6,0,0
0,16.6,4.4,0,0
0,18.1,3.9,0,0
0,17.1,3.7,0,0
0,18.4,4.3,0,0
0,19.7,0,0,0
0,20.3,0.6,0,0
0,21,2.4,0,0
0,18.9,3.1,0,0
0,19.3,0.4,0,0
0,18.5,7.4,0,0
0,18,9.6,0,0
0,19.1,8.6,0,0
0,19.7,1.6,0,0
0,18.2,6.2,0,0
0,18,0,0,0
0,18.6,1.9,0,0
0,17.9,5.7,0,0
0,18.8,9.1,0,0
0,18.8,7.2,0,0
0,16.8,8.7,0,0
0,18.6,7.1,0,0
0,17.6,9.2,0,0
0,16.8,10.4,0,0
0,18.9,9.8,0,0
0,17.3,11.1,0,0
0,19.4,9.5,0,0
0,20.8,3.4,0,0
0,21.7,9.4,0,0
0,19.6,10.1,0,0
0,20.1,2.5,0,0
0,20.9,0,0,0
0,19.5,2.5,0,0
0,20.3,7.7,0,0
0,19.6,8,0,0
0,20,2.7,0,0
0,20.6,0.9,0,0
0,19.6,7.1,0,0
0,16.9,0,0,0
0,16.5,7.3,0,0
0,19.3,3.7,0,0
0,19.7,9.9,0,0
0,18.2,8.7,0,0
0,22,3.5,0,0
0,21.8,3.3,0,0
0,16.4,10.3,0,0
0,13.4,9.6,0,0
0,16.5,5.6,0,0
0,14.3,5.1,0,0
0,12.5,6.5,0,0
0,14.4,5.5,0,0
0,19.1,6.4,0,0
0,20.2,5.8,0,0
0,21.4,7.1,0,0
0,20.7,8.1,0,0
0,18.4,3.5,0,0
0,17.4,3,0,0
0,17.7,0,0,0
0,17.4,1.4,0,0
0,16.3,0,0,0
0,11.7,7.5,0,0
0,10.1,9.1,0,0
0,12.5,2.8,0,0
0,15,3.3,0,0
0,16.3,1.8,0,0
0,16.5,0.3,0,0
0,16.1,0,0,0
0,16.4,0,0,0
0,15.5,1.7,0,0
0,17.7,0,0,0
0,16.4,0,0,0
0,15,1.3,0,0
0,10.7,2.6,0,0
0,9.1,9.3,0,0
0,13.2,9.2,0,0
0,12.3,7.3,0,0
0,17.3,0.4,0,0
0,16.1,0,0,0
0,14.6,0,0,0
0,12,2.7,0,0
0,13.6,0,0,0
0,13.7,1.9,0,0
0,15.2,0,0,0
0,12.7,1,0,0
0,10.4,8.4,0,0
0,9.6,1.5,0,0
0,15.2,0,0,0
0,16.7,0,0,0
0,12,0,0,0
0,11.2,0,0,0
0,10.8,0,0,0
0,8,1.8,0,0
0,3.4,4.2,0,0
0,2.1,7.6,0,0
0,6.8,3.5,0,0
0,11.6,0,0,0
0,12.5,0.5,0,0
0,12.6,1,0,0
0,9.6,5.4,0,0
0,9,4.9,0,0
0,7.8,6,0,0
0,6.9,7.5,0,0
0,5.3,8.6,0,0
0,4.8,7.8,0,0
0,3.1,6.9,0,0
0,8.2,3.5,0,0
0,4.2,1.7,0,0
0,5,1.5,0,0
0,8.7,3,0,0
0,5,3.5,0,0
0,3.5,7.5,0,0
0,1.4,8,0,0
0,5.5,0,0,0
0,3.7,6.9,0,0
0,1.8,7.7,0,0
0,1.3,6.5,0,0
0,5.3,7.9,0,0
0,10.5,0,0,0
0,4.8,4.8,0,0
0,3.4,7.9,0,0
0,5.5,6.2,0,0
0,5.6,6.5,0,0
0,4.5,0.6,0,0
0,1.8,0.4,0,0
0,1.1,7,0,0
0,-0.3,4.1,0,0
0,-0.9,8.5,0,0
0,-0.1,8.5,0,0
0,2.8,0.6,0,0
0,1.4,7,0,0
0,0.5,4.7,0,0
0,5.2,4.8,0,0
0,8,0,0,0
0,8.1,0,0,0
0,-0.9,0.9,0,0
0,-3.5,8.3,0,0
0,-1.2,1.2,0,0
0,-1.4,8.3,0,0
0,-1.7,2.4,0,0
0,4,0.1,0,0
0,3.5,3.8,0,0
0,7.2,0,0,0
0,8.5,0,0,0
0,9.4,0,0,0
1,4.4,3.8,0,0
1,2.6,5.7,0,0
1,2.1,0.5,0,0
1,-2.2,4.1,0,0
1,-3.8,6,0,0
1,-3.1,7.6,0,0
1,-3.9,7.9,0,0
1,-3.1,7.6,0,0
1,-2.3,4.5,0,0
1,1,5.8,0,0
1,-1.1,0.8,0,0
1,-0.1,2.8,0,0
1,-2.3,5.8,0,0
1,-4,1.3,0,0
1,-1.3,0,0,0
1,-2.6,0,19,19
1,-7.8,4.3,19,3
1,-6.6,0,24,19
1,-3.4,0.1,20,4
1,-2.1,5.6,13,4
1,-1.1,0.6,15,7
1,-2.7,6.2,6,2
1,-1.5,0,4,7
1,-2.2,0,4,10
1,-4.5,2.8,4,4
1,-4.9,0,4,6
1,-4.1,0,25,28
1,-5.8,4.5,23,4
1,-3.4,0,18,4
1,-8.9,7.8,16,3
1,-11.8,5.8,15,2
1,-1.4,0,12,2
1,0.7,0,6,1
1,-2.2,1,6,6
1,-2.8,0,35,31
1,-3.6,3.4,32,7
1,-5.1,0,58,35
1,-8.3,2.2,62,7
1,-6.1,0,66,19
1,-3.6,3.8,57,3
1,-3.3,0,63,17
1,-7.1,2.9,62,0
1,-10.9,7.5,52,2
1,-3.4,3.8,62,26
1,-4.1,1.6,72,11
1,-5.1,0.3,61,3
1,-7.2,2,66,11
1,-9.8,0,87,32
1,-5.6,1.5,89,9
1,-9.2,8.3,81,2
1,-11.9,7.8,72,1
1,-10.9,0,88,24
1,-3.2,0.1,87,2
1,-7.6,2.6,80,4
1,-16,5,77,8
1,-1.6,0,77,2
1,-3.9,1.4,71,4
1,-6.2,1.1,68,3
1,-10,0,69,7
1,-17.5,5.7,67,4
1,-10.4,7.6,66,2
1,-12.7,5.4,64,2
1,-4.9,0,63,3
1,-4.9,0,63,2
1,-9.9,7.5,62,3
1,-9.6,0,71,13
1,-9.3,0,80,11
1,-13.7,1,76,2
1,-5.3,0,70,3
1,-7.9,0,90,24
1,-16,4.7,86,3
1,-11,0,97,25
1,-0.7,1.3,92,7
1,-2.6,0.4,93,12
1,-9,7.4,94,3
1,-12.7,7.4,87,1
1,-2.2,0,84,6
1,-2.2,0,103,31
1,-5.4,0.4,133,34
1,-7.1,2.4,134,4
1,-6,0,165,49
1,-7,1.7,166,4
1,-6.5,0,152,14
1,-6.7,0.4,151,9
1,-7.5,0,148,6
1,-7.9,0,149,8
1,-13.9,0,156,12
1,-13.9,8.5,151,3
1,-13.3,9.1,145,1
1,-4.4,0,143,5
1,-3.9,1.2,133,0
1,-6.9,7.4,129,2
1,-8.1,7.8,124,0
1,-11.7,8.8,121,1
1,-4.7,9.3,117,4
1,-4.2,9.1,112,2
1,-2.8,7.7,104,2
1,-3.1,0,100,7
1,0,2.5,103,7
1,-0.2,1.8,91,3
1,-0.9,0,105,20
1,-1,4.1,101,1
1,-2.6,5.2,91,6
1,-6.4,0.5,99,17
1,-8.4,4.4,102,6
1,-4.7,0,97,15
1,-1.7,2.4,95,5
1,-2.7,8.9,89,5
1,-6.3,9.9,85,2
1,-2.9,1.2,79,5
1,-1.9,1.8,71,2
1,-2.7,0,70,5
1,0.3,0.2,68,7
1,1.6,7.2,63,2
1,0.4,2.1,54,1
1,1.9,5.8,49,3
1,3.2,0,41,6
1,0.9,0,34,2
1,0.4,7.6,30,1
1,2.2,0.7,21,2
1,0,0,15,1
0,-1.9,0,11,3
0,-4.1,9.3,7,3
0,-3.7,10.9,1,1
0,-4.1,10.9,0,0
0,-1,10.6,0,0
0,1.4,2.2,0,0
0,4.4,0.3,0,0
0,5.9,0,0,0
0,1.9,6.3,0,0
0,0.1,9.2,0,0
0,6.7,3.4,0,0
0,5,5.9,0,0
0,9.3,0,0,0
0,4.8,0,0,0
0,1.7,8.9,0,0
0,3.2,10.6,0,0
0,1,10.5,0,0
0,2,0,0,0
0,0.8,9.9,0,0
0,-0.7,11,0,0
0,-1.4,10.2,0,0
0,-0.6,11,0,0
0,1.5,4.9,0,0
0,6.9,0.2,0,0
0,4.7,1,0,0
0,6.2,4.1,0,0
0,5.6,6.5,0,0
0,5,8.8,0,0
0,7.3,0.3,0,0
0,2.6,11.1,0,0
0,2,0,0,0
0,1.4,0.3,0,0
0,0.7,4.9,0,0
0,-0.5,8.3,0,0
0,-1,11.4,0,0
0,-0.9,7.5,0,0
0,4.9,7.3,0,0
0,7.8,2.5,0,0
0,8.4,0,0,0
0,5.1,7.6,0,0
0,5,7.7,0,0
0,9,0,0,0
0,6.1,9.3,0,0
0,3.6,10.7,0,0
0,6.7,0.5,0,0
0,11.1,1.5,0,0
0,9.1,0.7,0,0
0,5.5,11,0,0
0,12.8,4.9,0,0
0,10.8,9.5,0,0
0,10.1,4.6,0,0
0,13,5.3,0,0
0,13.6,6.4,0,0
0,16.1,5.9,0,0
0,17.2,6.6,0,0
0,15.6,0.7,0,0
0,10.6,0,0,0
0,9.2,7.6,0,0
0,11.4,1.4,0,0
0,9.8,8.2,0,0
0,9.1,0.1,0,0
0,11.7,0.9,0,0
0,14.1,0,0,0
0,13.6,0,0,0
0,11.5,3.8,0,0
0,9.2,7.4,0,0
0,11.8,2.1,0,0
0,13,5.7,0,0
0,14.8,6.1,0,0
0,15.6,5.6,0,0
0,14,0,0,0
0,17.3,6.5,0,0
0,18.4,2,0,0
0,15,0,0,0
0,13.7,5.2,0,0
0,12.2,6,0,0
0,14.4,7.6,0,0
0,14.9,2.8,0,0
0,14.6,3.3,0,0
0,16.7,0,0,0
0,14.9,0,0,0
0,14.2,3.9,0,0
0,16.1,0,0,0
0,15.9,0,0,0
0,17.5,0,0,0
0,19.1,0,0,0
0,19.8,0.2,0,0
0,19.3,1.6,0,0
0,17.6,0.3,0,0
0,16.8,0,0,0
0,17.2,0.3,0,0
0,15.7,0.1,0,0
0,16.3,3.8,0,0
0,15.6,2.7,0,0
0,14.7,1.1,0,0
0,17.2,0.2,0,0
0,16.4,8.8,0,0
0,15.4,5,0,0
0,17.8,0.1,0,0
0,16.5,0,0,0
0,18.4,0,0,0
0,18.3,0.4,0,0
0,17.9,0,0,0
0,17.3,0.4,0,0
0,16.7,7.4,0,0
0,15.6,1.1,0,0
0,18.2,0,0,0
0,18.2,0.2,0,0
0,16.1,4.2,0,0
0,16,5,0,0
0,18,0,0,0
0,17.2,6.8,0,0
0,17.7,0,0,0
0,17.9,5.5,0,0
0,20.8,0.2,0,0
0,19.5,1.3,0,0
0,18.6,0.6,0,0
0,15.9,1.3,0,0
0,19.3,0.5,0,0
0,19.2,7.1,0,0
0,21.5,0,0,0
0,20.5,2.7,0,0
0,21.7,0.1,0,0
0,20.4,0.1,0,0
0,19.6,0.4,0,0
0,18.2,1.1,0,0
0,18,0,0,0
0,17.5,0,0,0
0,17.7,0.7,0,0
0,16.1,6.3,0,0
0,15.4,8.7,0,0
0,18.4,0.7,0,0
0,19.7,3,0,0
0,18.8,2.4,0,0
0,17.3,4.3,0,0
0,16.8,3.5,0,0
0,16.7,4.4,0,0
0,16.8,7.7,0,0
0,16.9,5.6,0,0
0,16.7,9.8,0,0
0,20.2,7.9,0,0
0,18.3,1.4,0,0
0,21,1.1,0,0
0,22.1,1.2,0,0
0,21.5,3.8,0,0
0,20.2,0.7,0,0
0,19.5,0.1,0,0
0,16.8,8.3,0,0
0,13.5,10.8,0,0
0,12.7,8.6,0,0
0,18,0,0,0
0,19.3,0.8,0,0
0,18.5,0.8,0,0
0,17.3,8,0,0
0,18.3,4.3,0,0
0,19.7,1.5,0,0
0,19,6,0,0
0,18.4,6.3,0,0
0,20.2,4.7,0,0
0,19.3,0,0,0
0,18.5,0.5,0,0
0,18.4,2,0,0
0,16,9.4,0,0
0,15,3,0,0
0,15.7,0.1,0,0
0,15.4,0,0,0
0,16.7,0,0,0
0,15.7,0.6,0,0
0,14.3,3.1,0,0
0,14.1,5.5,0,0
0,14.5,0,0,0
0,16.3,1.1,0,0
0,16.4,5.8,0,0
0,15.3,1.1,0,0
0,15.3,5.1,0,0
0,13.9,5.8,0,0
0,13.4,2.6,0,0
0,12.3,2.2,0,0
0,13.4,0,0,0
0,14.5,0.2,0,0
0,13,3.6,0,0
0,10.3,9.4,0,0
0,12.6,0.3,0,0
0,12.8,0,0,0
0,12.7,0,0,0
0,10.9,9.5,0,0
0,12.6,1.7,0,0
0,12.9,0.9,0,0
0,13,0,0,0
0,12.9,0,0,0
0,13.3,0,0,0
0,13.4,0,0,0
0,13,0,0,0
0,13.4,0,0,0
0,14.6,2.6,0,0
0,11.6,0,0,0
0,7.2,4,0,0
0,2.3,6.1,0,0
0,0.6,5.9,0,0
0,8.4,0,0,0
0,6.8,7.4,0,0
0,6.3,1,0,0
0,7.3,4.8,0,0
0,5.3,3.6,0,0
0,4.3,4,0,0
0,3.7,2.7,0,0
0,5.9,4,0,0
0,7.6,1.8,0,0
0,4.5,5.6,0,0
0,11.4,0,0,0
0,4.2,4.8,0,0
0,2.5,7.9,0,0
0,3.9,5.9,0,0
0,6.8,0.5,0,0
0,5.3,1.5,0,0
0,4,7.3,0,0
0,3.6,4,0,0
0,3,0.1,0,0
0,2.1,3.2,0,0
0,-1.7,7,0,0
0,-1.5,8.5,0,0
0,2.4,0,0,0
0,3,5.8,0,0
0,2.6,5.2,0,0
0,2,0.7,0,0
0,0.2,4.1,0,0
0,1.9,3.1,0,0
0,2.7,0,0,0
0,0,1,0,0
0,-0.5,6.8,0,0
0,-2.4,6.9,0,0
0,-1.8,5.6,0,0
0,1.4,6.1,0,0
0,0.3,0,1,1
0,-2.2,3.6,0,0
0,-3.5,8.1,0,0
0,-0.9,0.2,0,0
0,-1.3,0.6,0,0
0,-3.7,5.7,0,0
0,-4.8,4.4,0,0
0,-1.6,1.4,0,0
0,7.7,0,0,0
0,4.6,1.7,0,0
0,2.2,3.4,0,0
1,0.7,5.8,0,0
1,0.3,2.7,0,0
1,-1.6,6.6,0,0
1,-0.8,5.8,0,0
1,-2.4,7.4,0,0
1,-1.6,4.6,0,0
1,-1,3.2,0,0
1,1.1,0.6,0,0
1,-0.9,0,0,0
1,-1.1,1.1,0,0
1,-0.8,0,0,0
1,-3.5,2,1,2
1,-3.6,1.4,0,0
1,-4.7,3.1,0,0
1,-4.2,2.6,0,0
1,-4.3,7.4,0,0
1,-4.5,5.5,0,0
1,-0.1,0.8,0,0
1,-1.2,5.7,0,0
1,-4.8,3.6,0,0
1,-6.1,7.4,0,0
1,-2.4,7.2,0,0
1,-2.3,2.1,0,0
1,1.7,0.8,0,0
1,-0.7,0,0,0
1,-0.8,0,0,0
1,-1,0,0,0
1,-2,0,8,14
1,-6.4,0,47,44
1,-6.2,1,47,4
1,-8.4,7.6,37,1
1,-4.7,0.1,30,2
1,-1.9,3,24,2
1,-1.4,0.5,18,2
1,-8.5,1.1,18,7
1,-11.7,0.7,16,2
1,-0.9,0,27,14
1,-2.5,1.8,29,7
1,-1.4,5,23,3
1,-1.2,0,20,0
1,-5.6,0.9,24,9
1,-11.1,6.5,23,4
1,-8.3,4.8,21,5
1,-7,6.7,19,2
1,-5.5,0.1,26,12
1,-11.4,6,24,7
1,-13.7,7.9,23,5
1,-7.4,3.8,22,4
1,-4.4,0,31,16
1,-5.4,0,32,3
1,-11.6,5.9,29,3
1,-14.1,6.9,26,3
1,-9.4,0,39,16
1,-5.1,0,47,16
1,-5.5,3.2,49,3
1,-5.9,4.3,41,4
1,-6.9,4.6,36,3
1,-9.7,5.3,34,3
1,-3.3,6.8,30,2
1,0.2,0,32,7
1,-4,0.2,40,15
1,-4.3,0,58,28
1,-6.8,0,73,21
1,-10.7,8.6,70,3
1,-10.6,0,60,2
1,-2.4,1.2,53,2
1,-9.2,6.6,42,1
1,-13.5,8,41,4
1,-3.9,0,62,26
1,-4.9,0.3,57,8
1,-12.2,6.1,54,3
1,-14.6,7.7,50,6
1,-9,7.5,55,7
1,-12.6,7.4,49,4
1,-5.7,4.9,46,5
1,-5.1,0.6,49,6
1,-6.3,6.3,43,4
1,-5.2,0,46,9
1,-9,7.8,46,3
1,-10.8,3.4,44,6
1,-7.7,0,63,24
1,-6.7,2.4,56,3
1,-8.2,0.1,50,5
1,-5.5,0.1,58,10
1,-4.8,6.6,61,6
1,-7.1,1.1,57,11
1,-5.1,1.4,76,22
1,-9.2,8.2,73,2
1,-10.3,8.9,63,6
1,-5.8,9.4,53,3
1,1.3,0,47,2
1,1.1,0,42,6
1,-2.6,6.1,36,1
1,-3.6,2.4,33,0
1,-7.5,8.9,32,2
1,-2.6,0,29,4
1,-2.7,0.5,31,8
1,-7,7.9,35,8
1,-9.4,9.8,27,3
1,-6.4,7.4,23,3
1,0.6,1.6,17,2
1,-2,9.5,13,1
1,-3.8,9,6,1
1,-1,9.3,0,0
1,-3,8.8,0,0
1,3,0,0,0
1,-2,0,0,0
1,-2.6,0,0,0
1,-1.4,0,5,5
1,0,3.5,1,0
1,-2.1,6.2,0,0
1,-2.2,0,10,11
1,-4.6,7.2,10,3
1,-6.2,0,6,7
1,0.2,1.4,8,2
1,1.9,0,0,0
1,0.4,0,0,0
1,-1.6,0,0,0
1,-2,2.9,0,0
1,3.9,0,0,0
1,3.9,0.7,0,0
1,-0.3,10.3,0,0
0,2.8,0,0,0
0,1.4,0.5,0,0
0,0.9,10.1,0,0
0,3.8,1.9,0,0
0,5.6,0,0,0
0,1.4,9.6,0,0
0,2.3,3,0,0
0,2.5,9.4,0,0
0,7.4,0.3,0,0
0,5.9,0,0,0
0,3.9,4.5,0,0
0,0.3,2.8,0,0
0,-1.4,4.9,0,0
0,-1,3.7,0,0
0,-1.2,8.3,0,0
0,1.5,7.6,0,0
0,0.6,9.4,0,0
0,3,6.1,0,0
0,3.1,4.9,0,0
0,2.3,9.6,0,0
0,0.5,10.2,0,0
0,4.9,0,0,0
0,5.1,10.7,0,0
0,2.4,4,0,0
0,2,10.2,0,0
0,-0.7,11,0,0
0,1.6,10.9,0,0
0,4.8,10.3,0,0
0,4.7,9.6,0,0
0,3.3,0,0,0
0,1.2,4.8,0,0
0,-0.4,2.9,0,0
0,2.7,6.7,0,0
0,6.2,0.8,0,0
0,2.7,10.9,0,0
0,-0.6,10.7,0,0
0,5.8,0.2,0,0
0,11,0.4,0,0
0,9,0.3,0,0
0,2.2,5.5,0,0
0,-0.6,10.7,0,0
0,2.8,10.3,0,0
0,8.6,0.1,0,0
0,10.6,2.2,0,0
0,9.6,6.6,0,0
0,10.5,0.6,0,0
0,10.3,4.4,0,0
0,11.1,0,0,0
0,8.2,6.6,0,0
0,9,1.4,0,0
0,6.8,7.1,0,0
0,9.9,2.3,0,0
0,8.1,0.4,0,0
0,8.7,1.1,0,0
0,7.6,6,0,0
0,6.3,4.8,0,0
0,7.2,2.7,0,0
0,6.7,0,0,0
0,5.4,8.7,0,0
0,10.4,0,0,0
0,9.8,2.4,0,0
0,8.6,7.9,0,0
0,8.8,8.7,0,0
0,9.6,9.2,0,0
0,12.9,5.8,0,0
0,13.5,1.2,0,0
0,12.4,7.4,0,0
0,16.7,0,0,0
0,12.9,0,0,0
0,12.1,0.8,0,0
0,10.1,7.5,0,0
0,12.7,0.6,0,0
0,11,4.1,0,0
0,10.1,4.9,0,0
0,13.9,0,0,0
0,13.5,1.9,0,0
0,11.4,6.8,0,0
0,12.9,0.1,0,0
0,13.2,0,0,0
0,12.9,1.3,0,0
0,11.3,2.1,0,0
0,11.8,0,0,0
0,12,3.3,0,0
0,12.4,0,0,0
0,11.5,0.3,0,0
0,11,6.4,0,0
0,10.4,7.1,0,0
0,14,1.8,0,0
0,13.8,6.6,0,0
0,12.5,4.4,0,0
0,13.9,0,0,0
0,13.8,5.1,0,0
0,13.6,4.6,0,0
0,16.4,0.8,0,0
0,16.7,1.2,0,0
0,16.4,0.4,0,0
0,16,8,0,0
0,17.4,1.9,0,0
0,17.3,6.8,0,0
0,13.6,4.3,0,0
0,10.9,6.6,0,0
0,14.7,0,0,0
0,17.1,0,0,0
0,17.2,0.2,0,0
0,17.4,0.1,0,0
0,17,2.4,0,0
0,16.2,5.3,0,0
0,16.7,0.8,0,0
0,17.3,1.1,0,0
0,17.1,7.2,0,0
0,14.9,8.6,0,0
0,18.2,2.1,0,0
0,19.1,3,0,0
0,18.7,8.3,0,0
0,19.7,8,0,0
0,17.6,6.3,0,0
0,17.4,2.2,0,0
0,17.2,3.4,0,0
0,20.4,5.1,0,0
0,18.7,8.8,0,0
0,18.7,9,0,0
0,19.2,5.1,0,0
0,17.1,0.5,0,0
0,16,3.9,0,0
0,16.1,0,0,0
0,15.2,1.3,0,0
0,16.6,5.3,0,0
0,19.3,6.3,0,0
0,20.6,2.2,0,0
0,18.4,4.4,0,0
0,18.3,0.5,0,0
0,17,7.2,0,0
0,15.2,3.9,0,0
0,19,0,0,0
0,18.5,0,0,0
