Season,Lowest temperature (C),Sunshine duration (hours),Maximum snow depth (cm),Total snowfall (cm)
0,-1.5,0.1,9,9
0,-7,7.4,7,1
1,-1.4,0,0,0
1,-0.1,1.2,0,0
1,-0.7,2.7,0,0
1,-1.4,6.4,0,0
1,-3.3,7,0,0
1,0.5,0.3,0,0
1,-0.1,0.3,0,0
1,-4.2,3.6,0,0
1,-5.9,5.8,0,0
1,0.2,0,0,0
1,-4.9,3.7,2,2
1,-5.4,0,12,13
1,-6.2,0,19,17
1,-3.8,0,29,14
1,-3.6,0,30,17
1,-6.9,6.3,32,7
1,-8.4,0.5,20,0
1,-4.2,0,17,4
1,-0.7,0,16,5
1,-2,0.4,11,4
1,-2.4,1.9,46,54
1,-3.6,4.2,35,11
1,-7,7,28,1
1,-8.7,0.6,25,0
1,-8.6,7.8,23,0
1,-9.8,4.4,23,0
1,-4.3,0.9,22,6
1,-5.3,0,27,8
1,-8.2,4.6,26,4
1,-4.4,3.7,27,3
1,-3.1,0,21,6
1,-3.6,0,43,32
1,-9,2.4,50,8
1,-12.6,6.9,39,0
1,-4.2,0,35,5
1,-10.2,3,34,3
1,-12.6,0.4,32,3
1,-15.2,8.1,30,0
1,-8.9,0.3,41,17
1,-6.9,1.3,44,11
1,-7.7,2.6,40,3
1,-6.6,1,39,4
1,-9.8,4.4,38,7
1,-11.4,5.4,40,8
1,-14.1,2.4,36,1
1,-14.5,7,36,2
1,-11.1,4.9,35,4
1,-8.4,0.9,36,6
1,-11.4,6.2,35,3
1,-12.6,0,40,8
1,-12.3,0.8,46,14
1,-4.6,1.6,57,13
1,-5.5,0.7,45,6
1,-10.8,1.3,43,4
1,-13.5,8.4,42,0
1,-9.1,3.7,38,0
1,-7.2,0,43,13
1,-10.3,6.8,40,0
1,-11.7,4.6,35,1
1,-6.8,6.8,33,3
1,-7.9,0,32,3
1,-3.7,6.8,31,1
1,-7.4,7.1,25,0
1,-3.4,1.8,26,3
1,-2.5,2.4,21,1
1,-7.6,1.9,21,6
1,-9.8,3.3,25,7
1,-12.8,3.5,24,4
1,-9.2,4.6,23,7
1,-6.7,0,54,37
1,-4.2,1.9,55,2
1,-12.8,6.3,45,0
1,-13,8.8,42,0
1,-15.9,7.2,38,0
1,-5.4,3.8,37,0
1,-5.6,0,61,30
1,-2.3,0,81,26
1,-5.5,6.3,89,9
1,-5.2,0.2,75,5
1,-5.6,5.6,72,0
1,-9.9,7.2,69,2
1,-10.3,5.6,63,1
1,-6.9,4.5,61,2
1,-14.4,8.8,59,1
1,-12.9,9,57,1
1,-9.1,9.1,55,1
1,-5.3,2.9,54,2
1,-9.5,9.5,51,3
1,-2.7,0,47,2
1,0.9,1.9,44,1
1,0,0,36,3
1,-0.9,0,38,6
1,-7,2.7,33,5
1,-10.9,7.6,32,2
1,-3.5,0,40,17
1,-6.7,2.9,39,10
1,-7.7,3.7,37,3
1,-6.1,8,36,4
1,-10.3,8.3,32,9
1,-6.6,0.1,45,16
1,-12.6,9.5,44,0
1,-2.3,6.7,32,1
1,-0.2,0,28,6
1,-3.5,2.7,25,3
1,-6.9,10,25,5
1,-5.8,2.7,20,0
1,-3.9,10,16,0
1,-3.5,0.1,12,5
1,0.2,4.3,9,1
1,0.3,0,5,3
1,-3.1,0,25,27
1,-8.2,10.2,23,3
1,-7.3,8.9,4,0
1,-4.4,10.4,0,0
1,-1.1,5.8,0,0
1,2.3,0.6,0,0
1,0.1,4.7,0,0
1,-2.5,10.6,0,0
1,-0.6,8.7,0,0
1,4.8,0,0,0
1,0.3,10.4,0,0
0,-1.4,10.8,0,0
0,-1.3,7.8,0,0
0,3.1,1.7,0,0
0,-0.3,0.3,0,0
0,-1.7,8.4,0,0
0,-2.7,3.1,0,0
0,-4.7,10.9,0,0
0,-0.2,9.9,0,0
0,-2.6,10.9,0,0
0,-0.6,5.5,0,0
0,-2.3,11,0,0
0,-4,10.9,0,0
0,-2.8,9.2,0,0
0,-2.9,11,0,0
0,-1.7,10.4,0,0
0,3,10.4,0,0
0,5,10.3,0,0
0,5,0,0,0
0,1.4,5.1,0,0
0,-1.1,6.1,0,0
0,6.3,0,0,0
0,2.4,0.4,0,0
0,-0.9,10.7,0,0
0,-1,11.1,0,0
0,0.8,11,0,0
0,1.8,9,0,0
0,3.7,8.5,0,0
0,5.2,2.9,0,0
0,8.5,0.5,0,0
0,9.2,0,0,0
0,8.2,2.8,0,0
0,8.5,9.1,0,0
0,5.3,7.8,0,0
0,1.2,7.8,0,0
0,5.8,0,0,0
0,2.6,9.5,0,0
0,0.1,11.2,0,0
0,2.7,10.5,0,0
0,6.7,3.9,0,0
0,5.3,11.1,0,0
0,2.4,11.3,0,0
0,7.7,3.3,0,0
0,9.7,9.5,0,0
0,7.1,5.8,0,0
0,10.5,0.5,0,0
0,8.9,4.6,0,0
0,7,7.8,0,0
0,6.2,11.3,0,0
0,3.9,11.3,0,0
0,6.6,5.1,0,0
0,11.1,0.4,0,0
0,10,0.4,0,0
0,8.8,5.8,0,0
0,5.7,11,0,0
0,11.1,5,0,0
0,12.1,0,0,0
0,11.3,9.3,0,0
0,9.2,8.1,0,0
0,10.2,7.8,0,0
0,10.4,11,0,0
0,11.6,11.4,0,0
0,9.8,11.4,0,0
0,10.6,9.8,0,0
0,15.4,4.7,0,0
0,15.4,3.5,0,0
0,14.6,0.1,0,0
0,15,0.1,0,0
0,14.2,0.3,0,0
0,13.9,2.5,0,0
0,15.4,1.2,0,0
0,14.9,4.8,0,0
0,16.1,0.1,0,0
0,15.3,0,0,0
0,13.4,0.9,0,0
0,9.7,4,0,0
0,8.2,9.5,0,0
0,10.4,7.4,0,0
0,11.4,6.8,0,0
0,15,2.5,0,0
0,14.8,4.7,0,0
0,15.9,1.5,0,0
0,15.3,3.4,0,0
0,15.6,0.6,0,0
0,13.8,9.1,0,0
0,12.8,6,0,0
0,13.7,2.3,0,0
0,13.1,8.1,0,0
0,16.8,3.5,0,0
0,16.8,0.2,0,0
0,15.7,3.2,0,0
0,14.5,5.6,0,0
0,15,11.3,0,0
0,15.1,8.8,0,0
0,16.5,0.1,0,0
0,16,0,0,0
0,16.4,1.7,0,0
0,17.4,2.3,0,0
0,17.1,0,0,0
0,16.1,5.1,0,0
0,19.6,2.4,0,0
0,19,0,0,0
0,17.6,2.4,0,0
0,15,9.8,0,0
0,17.9,0,0,0
0,18.6,0.1,0,0
0,17.8,10.3,0,0
0,19.8,0.4,0,0
0,19.7,1,0,0
0,18.8,1.3,0,0
0,18.2,1,0,0
0,16.4,7,0,0
0,17.1,8.3,0,0
0,19,8.2,0,0
0,19.6,3.9,0,0
0,19.6,0.4,0,0
0,19.6,8.3,0,0
0,21.3,9.2,0,0
0,18.2,3.8,0,0
0,16.6,8.7,0,0
0,14.5,8.6,0,0
0,17.8,9.3,0,0
0,18.3,9.5,0,0
0,18.1,7.9,0,0
0,17.9,4.5,0,0
0,18.1,2.3,0,0
0,21.1,0.1,0,0
0,20.5,0.5,0,0
0,20.8,1,0,0
0,20.1,3.9,0,0
0,17.4,0,0,0
0,16.7,0,0,0
0,19,0,0,0
0,19.4,2.5,0,0
0,16.7,1.2,0,0
0,15.7,4.6,0,0
0,18.6,0.4,0,0
0,20.5,0,0,0
0,19.5,0,0,0
0,19.9,0,0,0
0,20.2,4,0,0
0,18.7,3.8,0,0
0,20,5.8,0,0
0,20.4,3.7,0,0
0,19.5,6.3,0,0
0,18.7,4.4,0,0
0,17.7,2,0,0
0,18.7,0,0,0
0,18.6,0.4,0,0
0,17.6,0,0,0
0,17,1.9,0,0
0,15.9,2.8,0,0
0,17.1,1.8,0,0
0,17.3,0.7,0,0
0,16,0,0,0
0,14.5,8.2,0,0
0,17.8,0.4,0,0
0,18.7,0,0,0
0,17.5,0,0,0
0,15.1,7.6,0,0
0,13.7,9.1,0,0
0,12.9,1.6,0,0
0,11.2,9.4,0,0
0,13.3,3.2,0,0
0,10.6,5.8,0,0
0,8.4,8.2,0,0
0,9.1,6.8,0,0
0,10.2,8.3,0,0
0,12.2,1,0,0
0,13.7,4.6,0,0
0,11.9,3.6,0,0
0,8.3,6.6,0,0
0,4.8,6,0,0
0,8.8,5,0,0
0,6.8,6.9,0,0
0,8.2,8.4,0,0
0,6.8,8.6,0,0
0,10.4,1.1,0,0
0,14.4,0,0,0
0,11.8,9.1,0,0
0,12.7,2.9,0,0
0,8.8,9.7,0,0
0,9.4,8.5,0,0
0,9.9,4.9,0,0
0,11.2,6.5,0,0
0,13.6,4.7,0,0
0,13.1,0.9,0,0
0,11.2,3.9,0,0
0,12.4,0,0,0
0,11.3,2,0,0
0,8.8,6.5,0,0
0,6.7,6.7,0,0
0,9.6,5.3,0,0
0,11.6,7.3,0,0
0,8.2,8.3,0,0
0,6.6,8.1,0,0
0,11.7,0,0,0
0,7,1.6,0,0
0,5.2,5.5,0,0
0,8.3,6.4,0,0
0,2.9,6.9,0,0
0,0.3,9.4,0,0
0,1,9.4,0,0
0,5.5,0.6,0,0
0,11.2,0,0,0
0,8.1,0,0,0
0,7,1.4,0,0
0,7.8,8.5,0,0
0,5.6,9,0,0
0,4,7,0,0
0,5.2,0.9,0,0
0,0.6,8.1,0,0
0,-1.8,8.9,0,0
0,-0.9,8.8,0,0
0,3.4,0.3,0,0
0,9.7,0,0,0
0,10.3,0.1,0,0
0,5.2,1.2,0,0
0,1.1,6.6,0,0
0,-0.2,8.3,0,0
0,5.1,6.1,0,0
0,1.3,4,0,0
0,-0.3,2.7,0,0
0,3.5,0,0,0
0,2.3,7.1,0,0
0,1.5,7.6,0,0
0,4.6,1.5,0,0
0,3.3,0,0,0
0,2.3,3.3,0,0
0,0.7,0.1,0,0
0,-1,5.7,0,0
0,-1.4,2.2,0,0
0,-0.8,0.6,0,0
0,-2.6,7.1,0,0
0,-3.8,4.3,0,0
0,-3.7,8.3,0,0
0,-0.4,8.2,0,0
0,-1.1,0.4,0,0
0,-0.8,5.9,0,0
0,5.5,0,0,0
0,6.2,0,0,0
0,0.9,7,0,0
0,-1.1,6.5,0,0
0,6.8,2.9,0,0
0,3.7,3.8,0,0
1,3.2,0,0,0
1,-1.4,0,0,0
1,-1.7,0,0,0
1,-0.7,0,4,15
1,-3.2,0,16,25
1,-4.6,0,14,7
1,-5.3,0.3,13,3
1,-5.4,3.8,5,0
1,-4.4,0,0,0
1,-7.1,4.7,0,0
1,-4.8,0,2,4
1,-1.9,0.1,7,8
1,-2.8,0,45,41
1,-4.4,0.9,47,4
1,-5,0,36,4
1,-6.1,0,59,30
1,-6.2,0,83,31
1,-6.5,1.8,87,8
1,-12.2,7.8,80,0
1,-10.6,0,68,2
1,-2.2,1.7,61,3
1,-4,0,81,26
1,-9,1.9,83,2
1,-11.2,1.8,73,8
1,-3.7,0,72,6
1,-4.6,1.5,69,4
1,-12.4,7,67,0
1,-14.7,7.8,65,5
1,-2.5,0.7,76,12
1,-0.4,0,91,27
1,-3,0.3,93,20
1,-6.5,0,97,8
1,-6.4,1.8,93,3
1,-12.2,1.3,93,7
1,-13,0,105,21
1,-4.5,7.6,103,0
1,-4.1,0,90,5
1,-4.5,4.3,84,0
1,-4.1,3.4,77,1
1,-3.3,6.7,74,0
1,-3.5,3.5,73,1
1,-3.9,0,102,33
1,-5.3,4.7,104,5
1,-10.4,7.1,92,0
1,-13.2,2.5,88,0
1,-2.7,0,93,10
1,-2.5,7.8,91,0
1,-6.4,0,111,29
1,-11,7.7,111,0
1,-10.5,0,117,17
1,-9.8,1.1,116,0
1,-13.2,4.9,108,0
1,-6,0,110,16
1,-5.4,2.9,106,9
1,-12,8,103,3
1,-2.6,4.2,108,6
1,-6.4,3,99,0
1,-2.5,1,96,2
1,-7.9,2.5,92,4
1,-14.3,6.1,90,0
1,-5.3,0,102,13
1,-6.2,0,113,13
1,-7.3,1.9,111,0
1,-12.1,5.6,105,0
1,-8.8,5.1,101,0
1,-8.8,7.4,98,0
1,-11.6,6.7,95,0
1,-4.4,6,98,5
1,-10.4,7.5,93,0
1,-7.6,0.3,95,9
1,-8.2,0,101,8
1,-7.5,1.3,109,9
1,-7,7,102,0
1,-3.6,2.5,100,8
1,-7.3,0,111,13
1,-6.7,3.2,120,19
1,-9.6,0,130,10
1,-13,9,118,0
1,-4.6,0,112,5
1,-0.6,0.4,118,13
1,-1.6,6.8,113,12
1,-5.8,5.4,115,6
1,-9.7,8,105,0
1,-1.2,3,103,0
1,0.3,0,95,2
1,-2.4,0.9,89,0
1,-3.2,6.4,85,0
1,-3.4,0,83,5
1,-3.4,0,89,10
1,-4.9,7.1,87,0
1,-2.2,0,88,9
1,-2.8,3.6,85,4
1,-5.1,2.1,84,2
1,0,3.8,85,2
1,-5,2.9,79,0
1,-8.8,8.9,78,0
1,-3.7,0,74,2
1,0.7,1.5,69,0
1,1,0.3,66,3
1,-6.9,0,77,23
1,-6.6,0.1,78,9
1,-3.7,0,99,26
1,-4.5,0,118,36
1,-6.5,5.7,116,0
1,-9.4,8.7,89,0
1,-3.6,7.6,80,0
1,-3.8,10,72,0
1,-2.1,5.1,65,0
1,2.3,0,59,0
1,1.4,0.4,56,0
1,-1.2,7.6,48,0
1,-1.7,8,40,0
1,-3.8,3.2,33,3
1,-4.4,2.2,33,7
1,-3.5,9.7,32,5
1,-6.7,10.6,24,0
1,-6.7,10.6,19,0
1,-4.1,9.4,11,0
1,-1.6,0.9,4,0
1,-0.7,8.9,0,0
1,-1.7,10.4,0,0
0,2.2,0.1,0,0
0,1.1,9.7,0,0
0,3,0.1,0,0
0,3.3,0,0,0
0,4.4,0,0,0
0,3.4,0,0,0
0,0,0,0,0
0,-0.8,0,0,0
0,0,7.6,0,0
0,1.8,0,0,0
0,3.1,0.5,0,0
0,-0.2,6.5,0,0
0,2.6,0,0,0
0,4.1,0,0,0
0,2.3,2.3,0,0
0,2.2,8.1,0,0
0,-0.3,2,0,0
0,-1.8,9.4,0,0
0,0.9,1.7,0,0
0,6.9,0.4,0,0
0,2.3,5.1,0,0
0,0,6.8,0,0
0,3.1,11.2,0,0
0,4.6,10.8,0,0
0,2.8,7.8,0,0
0,-0.1,11.2,0,0
0,3.5,11.2,0,0
0,5.7,9,0,0
0,6.3,11.3,0,0
0,6.3,11.1,0,0
0,5.6,11.3,0,0
0,6.7,11.3,0,0
0,7.7,7.3,0,0
0,11.5,0.6,0,0
0,6.3,8.6,0,0
0,3.7,9.2,0,0
0,7.6,7.8,0,0
0,9.6,9.5,0,0
0,8.2,0.2,0,0
0,4.5,9.6,0,0
0,2,9.6,0,0
0,9.7,0,0,0
0,9.5,11.3,0,0
0,9.3,9.6,0,0
0,10.3,4.4,0,0
0,11.3,5.1,0,0
0,7.5,11,0,0
0,5,3,0,0
0,10.1,2.9,0,0
0,8.7,9.8,0,0
0,5.8,9.9,0,0
0,3.7,10.5,0,0
0,5.9,8.1,0,0
0,9.3,9.4,0,0
0,9.4,3.8,0,0
0,10.3,10.8,0,0
0,7.7,11.4,0,0
0,10.9,7,0,0
0,15.2,11.2,0,0
0,12.1,7.7,0,0
0,9.8,6.3,0,0
0,9.7,8.4,0,0
0,12.3,3.3,0,0
0,11.6,0,0,0
0,7.5,9.8,0,0
0,6.2,1.1,0,0
0,8.3,2,0,0
0,6.3,7.6,0,0
0,11.7,3.5,0,0
0,13.5,0,0,0
0,12.3,11,0,0
0,10.4,7.3,0,0
0,14.1,1.6,0,0
0,11.8,6.3,0,0
0,15.6,5.9,0,0
0,12.9,5.8,0,0
0,14.7,3.2,0,0
0,14.3,2.8,0,0
0,14.8,0,0,0
0,14.5,0,0,0
0,13.1,5,0,0
0,14.8,0,0,0
0,13.9,4.9,0,0
0,14.8,7,0,0
0,12.8,10.7,0,0
0,16.5,6,0,0
0,15.9,0,0,0
0,15.5,3.5,0,0
0,13.6,9.1,0,0
0,12.9,7,0,0
0,16.3,0.7,0,0
0,14.3,0.5,0,0
0,15.3,7.3,0,0
0,16.7,5,0,0
0,16.3,0,0,0
0,14.1,2.2,0,0
0,16.4,0,0,0
0,15.3,0,0,0
0,15.7,0,0,0
0,17.1,0.2,0,0
0,14.8,11.4,0,0
0,11.5,11.3,0,0
0,12.6,11,0,0
0,18.8,7.6,0,0
0,19.4,8.3,0,0
0,19.4,6.9,0,0
0,19.5,0.9,0,0
0,19.4,0.1,0,0
0,19,0,0,0
0,19.2,2.1,0,0
0,19.7,5.7,0,0
0,18.8,9.5,0,0
0,17.9,3.9,0,0
0,19.8,0,0,0
0,19.8,2,0,0
0,19.8,7.4,0,0
0,18.1,11,0,0
0,18.5,7,0,0
0,20.4,2.9,0,0
0,20.4,9.8,0,0
0,21.7,4.4,0,0
0,20.9,10.1,0,0
0,20.6,10.5,0,0
0,20.2,10.5,0,0
0,18.2,6.4,0,0
0,17.8,9.3,0,0
0,18.9,7,0,0
0,18.5,8,0,0
0,18.8,9.5,0,0
0,18.1,10.1,0,0
0,19.3,9.5,0,0
0,20.3,6.1,0,0
0,20.2,0.6,0,0
0,19.9,1.3,0,0
0,19.2,0.1,0,0
0,19.8,1.5,0,0
0,17.9,7,0,0
0,17.7,5.2,0,0
0,19.3,0,0,0
0,19,7.3,0,0
0,19,3.7,0,0
0,18,0.5,0,0
0,18.8,0,0,0
0,19.9,2.7,0,0
0,19.3,0.2,0,0
0,19.1,6.9,0,0
0,15.4,0,0,0
0,14.8,0,0,0
0,17.1,2.5,0,0
0,18.7,1.9,0,0
0,17.7,0,0,0
0,17.6,0,0,0
0,17.7,0.1,0,0
0,18.5,0.1,0,0
0,17.3,6.2,0,0
0,17,2.7,0,0
0,16.3,5.1,0,0
0,14.2,4.9,0,0
0,15.8,0,0,0
0,15.9,0,0,0
0,16.9,0,0,0
0,16.1,0,0,0
0,16,0.8,0,0
0,12.7,7,0,0
0,10.9,6,0,0
0,12.6,1.4,0,0
0,12.5,6.2,0,0
0,13.5,4.4,0,0
0,14.5,1,0,0
0,15,0,0,0
0,14.9,2.4,0,0
0,13.5,8.5,0,0
0,12.1,6.5,0,0
0,10.8,4.2,0,0
0,12.1,10.1,0,0
0,9.8,8.3,0,0
0,13.5,0,0,0
0,13.3,0,0,0
0,14.8,2.9,0,0
0,13,1.4,0,0
0,10.8,8.5,0,0
0,11.7,6.9,0,0
0,7.2,8.9,0,0
0,7.1,2.1,0,0
0,8.6,6,0,0
0,6.5,8.8,0,0
0,6.1,1.2,0,0
0,6.5,4,0,0
0,5.2,8.5,0,0
0,5,8.3,0,0
0,7.3,7.6,0,0
0,6.6,9.2,0,0
0,7.1,3.3,0,0
0,7.8,0.4,0,0
0,6.2,3.2,0,0
0,6.3,1.7,0,0
0,4,8,0,0
0,2.8,7.2,0,0
0,4.1,8.8,0,0
0,7.1,4.9,0,0
0,8.5,7.3,0,0
0,8,7.7,0,0
0,6.6,6.8,0,0
0,7.3,9,0,0
0,8.2,3.4,0,0
0,9.2,5.9,0,0
0,6.9,7.3,0,0
0,2.7,9.1,0,0
0,-0.8,8.9,0,0
0,1.5,7.9,0,0
0,3.9,0.4,0,0
0,1.2,4.8,0,0
0,4.6,4.9,0,0
0,-0.4,2.4,0,0
0,-2.4,7.6,0,0
0,5.6,0,0,0
0,3.1,3.8,0,0
0,0.4,8.7,0,0
0,-0.1,8.7,0,0
0,2.1,6.9,0,0
0,6.7,0.8,0,0
0,10,0,0,0
0,11.3,0.9,0,0
0,6.6,2.4,0,0
0,5.2,2.5,0,0
0,1.5,6.8,0,0
0,4.4,1.9,0,0
0,7.3,0,0,0
0,9.2,0.5,0,0
0,8.4,6.8,0,0
0,8.3,0.6,0,0
0,8.1,0,0,0
0,7.4,2.5,0,0
0,5.8,0,0,0
0,4.1,0.6,0,0
0,4.2,1.6,0,0
0,5.8,0.2,0,0
0,2.9,0.5,0,0
0,1.1,0,0,0
0,0.3,0,0,0
0,-0.2,0,15,16
0,-0.8,0.6,11,0
0,-1.1,0.4,0,0
0,-2.9,7.8,0,0
1,0.8,0.8,0,0
1,-2.3,6.7,0,0
1,1,1.1,0,0
1,-0.7,0,11,14
1,0.2,1,7,2
1,-1,5.1,0,0
1,-3.9,8,0,0
1,-5.2,7.8,0,0
1,-5.2,7.6,0,0
1,-3.3,0.2,0,0
1,3.8,0,0,0
1,-0.5,4.7,0,0
1,-0.9,1.8,0,0
1,4.6,0,0,0
1,3.2,1,0,0
1,1.5,0.1,0,0
1,-1.7,0,0,0
1,-4,6.9,0,0
1,-2,3.8,3,4
1,-7,7.8,0,0
1,-0.7,0,1,3
1,-0.1,3.3,1,0
1,-1.7,0.6,0,0
1,2.8,3.1,0,0
1,-1.1,1.3,0,0
1,-1.9,0,5,12
1,-5.1,0.1,7,8
1,-4.8,4.1,3,0
1,-5.9,2.8,2,3
1,-6.1,3.4,1,0
1,-7.3,5.2,4,4
1,-7.1,7.3,7,8
1,-7.1,2.1,2,0
1,-1.4,5.7,0,0
1,-2.9,5.7,0,0
1,0.9,2.6,1,1
1,-0.6,1,1,1
1,-1.6,0,1,2
1,-3.8,1.2,1,2
1,-3.2,1.7,1,2
1,-2.5,2.6,1,0
1,-3.2,1.1,1,2
1,-6.2,1.2,1,0
1,-8.5,4,1,1
1,-2.5,0,2,3
1,-4.7,1,1,1
1,-4.6,6,1,0
1,-5.5,3.2,1,1
1,-1.9,0,25,27
1,-5.9,0,23,5
1,-6.6,0,41,25
1,-4.8,4.3,38,0
1,-9.7,1.3,31,0
1,-9.3,0.1,30,5
1,-9.2,0,42,12
1,-13.5,0.1,41,3
1,-16.4,8.4,36,0
1,-6.9,3.6,32,0
1,-10,6,29,1
1,-2.4,0,36,14
1,-4.2,0.2,38,5
1,-6.5,5.1,34,0
1,-4.1,0,32,3
1,-6.6,0.4,31,3
1,-13.2,8.2,29,0
1,-14,4.4,28,0
1,-5.2,4.3,26,0
1,-3.7,2,35,11
1,-11.7,6.5,30,2
1,-15,8.7,28,1
1,-6.9,0,72,47
1,-8.1,0,73,4
1,-12.7,7.8,63,0
1,-10.2,7.6,52,0
1,-1.7,0,40,1
1,1.8,1.5,34,0
1,-5.3,1.1,26,1
1,-6.2,0,25,1
1,-8.1,0,42,20
1,-13.7,9.1,0,0
1,-8,6.5,0,0
1,-1,0,0,0
1,-2.8,1.5,0,0
1,-4.4,4,0,0
1,-3.1,4.4,0,0
1,-5.2,6.5,0,0
1,-5.6,7.2,0,0
1,-4.9,1.2,0,0
1,-10.5,5.8,0,0
1,-1.8,7.9,0,0
1,-5.1,0,0,0
1,-8,3.7,0,0
1,-7.8,3,0,0
1,-6.2,6.1,0,0
1,-5.1,9.8,0,0
1,-3,3.2,0,0
1,-2.1,7.6,0,0
1,1.9,0.9,0,0
1,0.9,6.1,0,0
1,-1.7,0,1,2
1,-2.8,2,1,0
1,-3.6,2.5,0,0
1,-6.7,3.5,1,1
1,-2.3,3.7,1,1
1,-2.2,0,6,12
1,-3.4,7.2,2,2
1,-6.3,8.5,1,0
1,-3.1,10.1,2,2
1,-1.2,4.6,0,0
1,4.2,0,2,2
1,0.6,2.1,0,0
1,-2.8,6,0,0
1,-5,9.9,0,0
1,-0.7,0,1,1
1,-1.7,2.5,0,0
1,-2.5,6.6,0,0
1,-3.1,10.4,0,0
1,-3.5,9.2,0,0
1,-1.9,8.2,0,0
1,-2.8,8.7,0,0
1,0.2,6.8,0,0
1,-1.5,10.1,0,0
0,-0.6,8.7,0,0
0,6.2,9.3,0,0
0,6.1,1.4,0,0
0,5,0,0,0
0,1.6,6.1,0,0
0,-0.6,9.2,0,0
0,4.2,0,0,0
0,3.1,2.9,0,0
0,2.2,10.8,0,0
0,3.7,3.5,0,0
0,-0.7,4.4,0,0
0,-2.8,10.1,0,0
0,2.7,4,0,0
0,8.1,8.1,0,0
0,1,11,0,0
0,-0.7,10.5,0,0
0,9.1,3.9,0,0
0,4.5,4.3,0,0
0,2.1,9.3,0,0
0,0,11.1,0,0
0,5.4,2.5,0,0
0,8.8,7.8,0,0
0,8,6.7,0,0
0,6.4,6.1,0,0
0,5.3,7.4,0,0
0,5.4,11,0,0
0,7.1,6.8,0,0
0,8.6,0,0,0
0,4.7,5.7,0,0
0,1.6,5,0,0
0,7.8,4.2,0,0
0,6.9,10,0,0
0,7.5,6.2,0,0
0,9.7,8.5,0,0
0,5.9,10.4,0,0
0,4.5,1.3,0,0
0,8.5,3.8,0,0
0,7.1,10.3,0,0
0,6.2,1.2,0,0
0,12.2,0.4,0,0
0,11.1,0.4,0,0
0,7.7,11.1,0,0
0,8.4,10.7,0,0
0,11.1,10.7,0,0
0,10,8,0,0
0,11.3,6.8,0,0
0,5.9,2.1,0,0
0,3.3,11,0,0
0,6.2,10.8,0,0
0,10.1,10.1,0,0
0,7.9,11.2,0,0
0,6.1,11.3,0,0
0,9.4,10.3,0,0
0,9.5,8.2,0,0
0,14.7,0.1,0,0
0,12.7,3.5,0,0
0,10.9,5.7,0,0
0,10.7,3.2,0,0
0,8.8,7.4,0,0
0,12.1,0,0,0
0,13,8.9,0,0
0,9.3,8.5,0,0
0,5.2,9.1,0,0
0,2.8,11.4,0,0
0,7.8,6,0,0
0,11.4,9.2,0,0
0,10,8.1,0,0
0,14.2,0.6,0,0
0,15.9,0.9,0,0
0,14.9,0,0,0
0,13.7,8.9,0,0
0,14.4,7.3,0,0
0,15.3,4.7,0,0
0,14.6,0,0,0
0,16.2,3.5,0,0
0,14.8,3,0,0
0,16,0,0,0
0,13.7,4.5,0,0
0,11.1,11.5,0,0
0,14.9,3.6,0,0
0,15.8,5.1,0,0
0,14.6,5,0,0
0,14.9,1.9,0,0
0,14.3,1.5,0,0
0,13.3,1,0,0
0,14.6,2.7,0,0
0,13.9,2.4,0,0
0,11.8,8.2,0,0
0,13.7,0,0,0
0,14.8,2.3,0,0
0,17.6,0.5,0,0
0,17.2,7.5,0,0
0,19.5,3,0,0
0,19.2,1.5,0,0
0,18.8,0.4,0,0
0,18.5,1.4,0,0
0,19.4,0.5,0,0
0,19.3,1.2,0,0
0,18.3,0.3,0,0
0,18,0,0,0
0,18.1,9.5,0,0
0,16.6,10.1,0,0
0,15.5,8.8,0,0
0,19.4,0,0,0
0,17.9,3.5,0,0
0,17.6,1.9,0,0
0,18.3,0.4,0,0
0,19.3,0.8,0,0
0,18.4,8.7,0,0
0,16.8,10.9,0,0
0,16.5,7.3,0,0
0,17.4,4.9,0,0
0,19.1,6.6,0,0
0,18.3,6.5,0,0
0,16.4,7.6,0,0
0,17.9,2.4,0,0
0,18,0,0,0
0,17.9,3,0,0
0,20.9,3.1,0,0
0,21,6.3,0,0
0,20.4,4.6,0,0
0,18.9,4.3,0,0
0,19.5,8.1,0,0
0,19.1,2.3,0,0
0,18.5,6.3,0,0
0,20.1,9.5,0,0
0,19.5,10.2,0,0
0,19.9,10.1,0,0
0,20.2,10.4,0,0
0,17.9,11,0,0
0,19.7,7.2,0,0
0,18,7.9,0,0
0,16.9,10,0,0
0,16.5,6.4,0,0
0,18.8,7.9,0,0
0,19.9,7.6,0,0
0,20.6,0.4,0,0
0,18.7,3.4,0,0
0,18.6,1.5,0,0
0,20.5,3.7,0,0
0,21.1,3.5,0,0
0,18.9,4.6,0,0
0,19.4,5.5,0,0
0,20.7,3.5,0,0
0,19.5,3.7,0,0
0,18.4,5.7,0,0
0,20,6.7,0,0
0,20.2,3.7,0,0
0,16.9,0,0,0
0,17.3,0.1,0,0
0,19.1,2.5,0,0
0,14.5,0.6,0,0
0,12.5,10.8,0,0
0,12,9.4,0,0
0,15.9,7.8,0,0
0,20,7.7,0,0
0,20.4,7.2,0,0
0,19.9,3.1,0,0
0,19.4,4.2,0,0
0,19.5,3.2,0,0
0,18.3,0,0,0
0,15.9,6.7,0,0
0,14.4,8.1,0,0
0,16.9,2.2,0,0
0,17.4,2.1,0,0
0,18.3,0,0,0
0,17.7,1.4,0,0
